"Nome dell'inserzione","Ora del giorno (fuso orario dell'account pubblicitario)","Pubblicazione dell'inserzione",Risultati,"Indicatore di risultato","Costo per risultato","Budget del gruppo di inserzioni","Tipo di budget del gruppo di inserzioni","Importo speso (EUR)",Impression,Copertura,Frequenza,"CPM (costo per 1000 impression) (EUR)","Riproduzioni del video di 3 secondi","Clic sul link","Tempo medio di riproduzione del video","Percentuale di visualizzazione del video",Fine,"Impostazione di attribuzione","Valutazione della qualità","Valutazione del tasso di coinvolgimento","Classificazione tasso di conversione",shop_clicks,"CPC (costo per clic sul link) (EUR)","CTR (tasso di clic sul link)","Clic (tutti)","CTR (tutti i clic)","CPC (tutti i clic) (EUR)","Visualizzazioni della pagina di destinazione","Costo per visualizzazione della pagina di destinazione (EUR)","ROAS (ritorno sulla spesa pubblicitaria) per gli acquisti in-app","ROAS (ritorno sulla spesa pubblicitaria) relativo agli acquisti sul sito Web","Percentuale di successo","Valore risultati","Indicatore del ROAS dei risultati","ROAS risultati","Costo per 1000 account del Centro gestione account raggiunti (EUR)",Visualizzazioni,Visualizzazioni,"Costo per riproduzione del video di 2 secondi continuativi (EUR)","Costo per ThruPlay (EUR)","Riproduzioni del video di 2 secondi continuativi",unique_video_continuous_2_sec_watched_actions:video_view,ThruPlay,"Riproduzioni del video","Costo per riproduzione del video di 3 secondi (EUR)","Clic unici (tutti)","Clic unici sul link","Costo per clic unico (tutti) (EUR)","Costo per clic unico sul link (EUR)","CTR (tasso di clic) in uscita","Clic in uscita","Clic unici in uscita","Costo per clic in uscita (EUR)","Costo per clic unico in uscita (EUR)","CTR per clic unici in uscita","CTR unico (tutti i clic)","Visualizzazioni della foto","CTR unico (tasso di clic sul link)","Costo per visualizzazione della pagina di destinazione (EUR)","Visite al profilo Instagram","Costo per ""Mi piace"" (EUR)","""Mi piace"" di Facebook","Follower di Instagram","Commenti ai post","Condivisioni dei post",ar_effect_share:ar_effect_share,"Costo per interazione con il post (EUR)",cost_per_action_type:group_join,"Costo per interazione con la Pagina (EUR)","Costo per risposta all'evento (EUR)","Interazione con la Pagina",instagram_upcoming_event_reminders_set,Registrazioni,"Risposte all'evento","Interazioni con il post",actions:group_join,"Salvataggi del post","Reazioni ai post",onsite_conversion_returning_messaging_connection,actions:onsite_conversion.messaging_conversation_replied_7d,cost_per_action_type:onsite_conversion.messaging_user_subscribed,actions:onsite_conversion.messaging_user_subscribed,actions:onsite_conversion.messaging_welcome_message_view,"Contatti dei messaggi","Conversazioni tramite messaggi avviate","Costo per conversazione tramite messaggi avviata (EUR)"," (EUR)","Nuovi contatti dei messaggi","Acquisti diretti sul sito web","Clic sulle inserzioni in-app","ROAS (ritorno sulla spesa pubblicitaria) relativo agli acquisti","ROAS (ritorno sulla spesa pubblicitaria) relativo alle donazioni","Riproduzioni del video al 100%","Riproduzioni del video al 50%","Riproduzioni del video al 95%","Riproduzioni del video al 25%","Riproduzioni del video al 75%","Tasso di riproduzioni del video di 3 secondi per impression","Data di creazione","Fine dei report",Inizio,"Pubblicazione del gruppo di inserzioni","Data dell'ultima modifica","Inizio dei report","Ultima modifica significativa",Obiettivo,Offerta,"Tipo di offerta","ID account","ID dell'inserzione","Nome del gruppo di inserzioni","Nome della campagna","Nome dell'account","ID della campagna","ID del gruppo di inserzioni",url_tags,instant_experience_element_reach:instant_experience_element_impression,instant_experience_element_impressions:instant_experience_element_impression,"Impression da aggiornamento automatico","Impression totali (include le impression non valide da traffico non umano)","Percentuale di visualizzazione dell'esperienza interattiva","Tempo di visualizzazione dell'esperienza interattiva","Costo per aumento stimato del ricordo dell'inserzione (persone) (EUR)","Aumento stimato del ricordo dell'inserzione (persone)","Tasso di aumento stimato del ricordo dell'inserzione","Clic in uscita per l'esperienza interattiva","Clic per avviare l'esperienza interattiva","Clic per aprire l'esperienza interattiva","Tasso di acquisti per clic sul link","Tasso di visualizzazioni della pagina di destinazione per clic sul link","Tasso di acquisti per visualizzazioni della pagina di destinazione","Conversioni degli acquisti medie","Costo per mantenimento del giorno 7 nell'app mobile (EUR)","Mantenimento del giorno 7 nell'app mobile","Mantenimento del giorno 2 nell'app mobile","Costo per mantenimento del giorno 2 nell'app mobile (EUR)"
BNG_LONG,"22:00:00 - 22:59:59",inactive,,,,21.67,Giornaliero,0.64,314,0,0,2.038217,188,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,1,0.318471,0.64,,,,,,,,,0,0,0,,,,,,,0.003404,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003351,,0.003351,,191,,,,191,,,3,,,,,,,,,,,0,,,,,,,,,59.872611,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,314,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"21:00:00 - 21:59:59",inactive,,,,21.67,Giornaliero,0.49,236,0,0,2.076271,142,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,2,0.847458,0.245,,,,,,,,,0,0,0,,,,,,,0.003451,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003403,,0.003403,,144,,,,144,,,2,,,,,,,,,,,0,,,,,,,,,60.169492,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,236,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"20:00:00 - 20:59:59",inactive,,,,21.67,Giornaliero,0.97,502,0,0,1.932271,296,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,7,1.394422,0.138571,,,,,,,,,0,0,0,,,,,,,0.003277,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003277,,0.003277,,296,,,,296,,,,,,,,,,,,,,0,,,,,,,,,58.964143,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,502,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"19:00:00 - 19:59:59",inactive,,,,21.67,Giornaliero,1.03,575,0,0,1.791304,334,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,4,0.695652,0.2575,,,,,,,,,0,0,0,,,,,,,0.003084,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003047,,0.003047,,338,,,,338,,,4,,,,,,,,,,,0,,,,,,,,,58.086957,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,575,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"18:00:00 - 18:59:59",inactive,,,,21.67,Giornaliero,0.86,428,0,0,2.009346,254,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,3,0.700935,0.286667,,,,,,,,,0,0,0,,,,,,,0.003386,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003359,,0.003359,,256,,,,256,,,2,,,,,,,,,,,0,,,,,,,,,59.345794,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,428,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"17:00:00 - 17:59:59",inactive,,,,21.67,Giornaliero,0.81,418,0,0,1.937799,222,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,3,0.717703,0.27,,,,,,,,,0,0,0,,,,,,,0.003649,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003649,,0.003649,,222,,,,222,,,,,,,,,,,,,,0,,,,,,,,,53.110048,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,418,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"16:00:00 - 16:59:59",inactive,,,,21.67,Giornaliero,0.62,320,0,0,1.9375,197,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,5,1.5625,0.124,,,,,,,,,0,0,0,,,,,,,0.003147,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003147,,0.003147,,197,,,,197,,,,,,,,,,,,,,0,,,,,,,,,61.5625,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,320,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"15:00:00 - 15:59:59",inactive,,,,21.67,Giornaliero,0.64,340,0,0,1.882353,181,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,3,0.882353,0.213333,,,,,,,,,0,0,0,,,,,,,0.003536,0,,0,,,,,,,,0,,0,,0,,,0,1,,,0.003441,,0.003441,,186,,,,186,,,4,,,,,,,,,,,0,,,,,,,,,53.235294,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,340,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"14:00:00 - 14:59:59",inactive,,,,21.67,Giornaliero,1.1,563,0,0,1.953819,312,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,7,1.243339,0.157143,,,,,,,,,0,0,0,,,,,,,0.003526,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003492,,0.003492,,315,,,,315,,,3,,,,,,,,,,,0,,,,,,,,,55.417407,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,563,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"13:00:00 - 13:59:59",inactive,,,,21.67,Giornaliero,0.9,464,0,0,1.939655,265,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,4,0.862069,0.225,,,,,,,,,0,0,0,,,,,,,0.003396,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003346,,0.003346,,269,,,,269,,,4,,,,,,,,,,,0,,,,,,,,,57.112069,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,464,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"12:00:00 - 12:59:59",inactive,,,,21.67,Giornaliero,0.84,426,0,0,1.971831,241,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,4,0.938967,0.21,,,,,,,,,0,0,0,,,,,,,0.003485,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003457,,0.003457,,243,,,,243,,,2,,,,,,,,,,,0,,,,,,,,,56.57277,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,426,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"11:00:00 - 11:59:59",inactive,,,,21.67,Giornaliero,1.01,501,0,0,2.015968,296,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,1,0.199601,1.01,,,,,,,,,0,0,0,,,,,,,0.003412,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003378,,0.003378,,299,,,,299,,,3,,,,,,,,,,,0,,,,,,,,,59.081836,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,501,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"10:00:00 - 10:59:59",inactive,,,,21.67,Giornaliero,1.53,709,0,0,2.157969,452,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,6,0.846262,0.255,,,,,,,,,0,0,0,,,,,,,0.003385,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003341,,0.003341,,458,,,,458,,,6,,,,,,,,,,,0,,,,,,,,,63.751763,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,709,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"09:00:00 - 09:59:59",inactive,,,,21.67,Giornaliero,1.68,764,0,0,2.198953,499,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,2,0.26178,0.84,,,,,,,,,0,0,0,,,,,,,0.003367,0,,0,,,,,,,,0,,0,,0,,,0,1,,,0.003333,,0.003333,,504,,,,504,,,4,,,,,,,,,,,0,,,,,,,,,65.314136,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,764,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"08:00:00 - 08:59:59",inactive,,,,21.67,Giornaliero,1.22,554,0,0,2.202166,366,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,3,0.541516,0.406667,,,,,,,,,0,0,0,,,,,,,0.003333,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003306,,0.003306,,369,,,,369,,,3,,,,,,,,,,,0,,,,,,,,,66.064982,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,554,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"07:00:00 - 07:59:59",inactive,,,,21.67,Giornaliero,1.85,871,0,0,2.123995,550,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,9,1.033295,0.205556,,,,,,,,,0,0,0,,,,,,,0.003364,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003345,,0.003345,,553,,,,553,,,3,,,,,,,,,,,0,,,,,,,,,63.145809,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,871,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"06:00:00 - 06:59:59",inactive,,,,21.67,Giornaliero,0.87,364,0,0,2.39011,249,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,2,0.549451,0.435,,,,,,,,,0,0,0,,,,,,,0.003494,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003425,,0.003425,,254,,,,254,,,5,,,,,,,,,,,0,,,,,,,,,68.406593,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,364,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"05:00:00 - 05:59:59",inactive,,,,21.67,Giornaliero,0.26,113,0,0,2.300885,73,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,0,0,0,,,,,,,,,0,0,0,,,,,,,0.003562,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003562,,0.003562,,73,,,,73,,,,,,,,,,,,,,0,,,,,,,,,64.60177,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,113,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"04:00:00 - 04:59:59",inactive,,,,21.67,Giornaliero,0.15,68,0,0,2.205882,46,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,2,2.941176,0.075,,,,,,,,,0,0,0,,,,,,,0.003261,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003191,,0.003191,,47,,,,47,,,1,,,,,,,,,,,0,,,,,,,,,67.647059,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,68,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"03:00:00 - 03:59:59",inactive,,,,21.67,Giornaliero,0.19,93,0,0,2.043011,55,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,2,2.150538,0.095,,,,,,,,,0,0,0,,,,,,,0.003455,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003393,,0.003393,,56,,,,56,,,1,,,,,,,,,,,0,,,,,,,,,59.139785,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,93,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"02:00:00 - 02:59:59",inactive,,,,21.67,Giornaliero,0.23,119,0,0,1.932773,68,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,0,0,0,,,,,,,,,0,0,0,,,,,,,0.003382,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003382,,0.003382,,68,,,,68,,,,,,,,,,,,,,0,,,,,,,,,57.142857,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,119,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"01:00:00 - 01:59:59",inactive,,,,21.67,Giornaliero,0.58,256,0,0,2.265625,160,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,5,1.953125,0.116,,,,,,,,,0,0,0,,,,,,,0.003625,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003625,,0.003625,,160,,,,160,,,,,,,,,,,,,,0,,,,,,,,,62.5,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,256,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"00:00:00 - 00:59:59",inactive,,,,21.67,Giornaliero,0.59,291,0,0,2.027491,192,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,2,0.687285,0.295,,,,,,,,,0,0,0,,,,,,,0.003073,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003026,,0.003026,,195,,,,195,,,3,,,,,,,,,,,0,,,,,,,,,65.979381,2025-10-11,2025-10-15,2025-10-11,inactive,2025-11-29,2025-10-15,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,291,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"23:00:00 - 23:59:59",inactive,,,,21.67,Giornaliero,1.3,659,0,0,1.972686,396,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,9,1.365706,0.144444,,,,,,,,,0,0,0,,,,,,,0.003283,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003218,,0.003218,,404,,,,404,,,8,,,,,,,,,,,0,,,,,,,,,60.091047,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,659,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"22:00:00 - 22:59:59",inactive,,,,21.67,Giornaliero,1.42,720,0,0,1.972222,435,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,7,0.972222,0.202857,,,,,,,,,0,0,0,,,,,,,0.003264,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003257,,0.003257,,436,,,,436,,,1,,,,,,,,,,,0,,,,,,,,,60.416667,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,720,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"21:00:00 - 21:59:59",inactive,,,,21.67,Giornaliero,0.95,488,0,0,1.946721,278,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,6,1.229508,0.158333,,,,,,,,,0,0,0,,,,,,,0.003417,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003381,,0.003381,,281,,,,281,,,3,,,,,,,,,,,0,,,,,,,,,56.967213,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,488,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"20:00:00 - 20:59:59",inactive,,,,21.67,Giornaliero,0.8,410,0,0,1.95122,220,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,3,0.731707,0.266667,,,,,,,,,0,0,0,,,,,,,0.003636,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.00362,,0.00362,,221,,,,221,,,1,,,,,,,,,,,0,,,,,,,,,53.658537,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,410,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"19:00:00 - 19:59:59",inactive,,,,21.67,Giornaliero,0.84,448,0,0,1.875,250,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,1,0.223214,0.84,,,,,,,,,0,0,0,,,,,,,0.00336,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003307,,0.003307,,254,,,,254,,,4,,,,,,,,,,,0,,,,,,,,,55.803571,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,448,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"18:00:00 - 18:59:59",inactive,,,,21.67,Giornaliero,1.13,585,0,0,1.931624,353,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,8,1.367521,0.14125,,,,,,,,,0,0,0,,,,,,,0.003201,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003201,,0.003201,,353,,,,353,,,,,,,,,,,,,,0,,,,,,,,,60.34188,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,585,0,0,0,0,0,,0,0,0,0,0,,,,,
