"Nome dell'inserzione","Ora del giorno (fuso orario dell'account pubblicitario)","Pubblicazione dell'inserzione",Risultati,"Indicatore di risultato","Costo per risultato","Budget del gruppo di inserzioni","Tipo di budget del gruppo di inserzioni","Importo speso (EUR)",Impression,Copertura,Frequenza,"CPM (costo per 1000 impression) (EUR)","Riproduzioni del video di 3 secondi","Clic sul link","Tempo medio di riproduzione del video","Percentuale di visualizzazione del video",Fine,"Impostazione di attribuzione","Valutazione della qualità","Valutazione del tasso di coinvolgimento","Classificazione tasso di conversione",shop_clicks,"CPC (costo per clic sul link) (EUR)","CTR (tasso di clic sul link)","Clic (tutti)","CTR (tutti i clic)","CPC (tutti i clic) (EUR)","Visualizzazioni della pagina di destinazione","Costo per visualizzazione della pagina di destinazione (EUR)","ROAS (ritorno sulla spesa pubblicitaria) per gli acquisti in-app","ROAS (ritorno sulla spesa pubblicitaria) relativo agli acquisti sul sito Web","Percentuale di successo","Valore risultati","Indicatore del ROAS dei risultati","ROAS risultati","Costo per 1000 account del Centro gestione account raggiunti (EUR)",Visualizzazioni,Visualizzazioni,"Costo per riproduzione del video di 2 secondi continuativi (EUR)","Costo per ThruPlay (EUR)","Riproduzioni del video di 2 secondi continuativi",unique_video_continuous_2_sec_watched_actions:video_view,ThruPlay,"Riproduzioni del video","Costo per riproduzione del video di 3 secondi (EUR)","Clic unici (tutti)","Clic unici sul link","Costo per clic unico (tutti) (EUR)","Costo per clic unico sul link (EUR)","CTR (tasso di clic) in uscita","Clic in uscita","Clic unici in uscita","Costo per clic in uscita (EUR)","Costo per clic unico in uscita (EUR)","CTR per clic unici in uscita","CTR unico (tutti i clic)","Visualizzazioni della foto","CTR unico (tasso di clic sul link)","Costo per visualizzazione della pagina di destinazione (EUR)","Visite al profilo Instagram","Costo per ""Mi piace"" (EUR)","""Mi piace"" di Facebook","Follower di Instagram","Commenti ai post","Condivisioni dei post",ar_effect_share:ar_effect_share,"Costo per interazione con il post (EUR)",cost_per_action_type:group_join,"Costo per interazione con la Pagina (EUR)","Costo per risposta all'evento (EUR)","Interazione con la Pagina",instagram_upcoming_event_reminders_set,Registrazioni,"Risposte all'evento","Interazioni con il post",actions:group_join,"Salvataggi del post","Reazioni ai post",onsite_conversion_returning_messaging_connection,actions:onsite_conversion.messaging_conversation_replied_7d,cost_per_action_type:onsite_conversion.messaging_user_subscribed,actions:onsite_conversion.messaging_user_subscribed,actions:onsite_conversion.messaging_welcome_message_view,"Contatti dei messaggi","Conversazioni tramite messaggi avviate","Costo per conversazione tramite messaggi avviata (EUR)"," (EUR)","Nuovi contatti dei messaggi","Acquisti diretti sul sito web","Clic sulle inserzioni in-app","ROAS (ritorno sulla spesa pubblicitaria) relativo agli acquisti","ROAS (ritorno sulla spesa pubblicitaria) relativo alle donazioni","Riproduzioni del video al 100%","Riproduzioni del video al 50%","Riproduzioni del video al 95%","Riproduzioni del video al 25%","Riproduzioni del video al 75%","Tasso di riproduzioni del video di 3 secondi per impression","Data di creazione","Fine dei report",Inizio,"Pubblicazione del gruppo di inserzioni","Data dell'ultima modifica","Inizio dei report","Ultima modifica significativa",Obiettivo,Offerta,"Tipo di offerta","ID account","ID dell'inserzione","Nome del gruppo di inserzioni","Nome della campagna","Nome dell'account","ID della campagna","ID del gruppo di inserzioni",url_tags,instant_experience_element_reach:instant_experience_element_impression,instant_experience_element_impressions:instant_experience_element_impression,"Impression da aggiornamento automatico","Impression totali (include le impression non valide da traffico non umano)","Percentuale di visualizzazione dell'esperienza interattiva","Tempo di visualizzazione dell'esperienza interattiva","Costo per aumento stimato del ricordo dell'inserzione (persone) (EUR)","Aumento stimato del ricordo dell'inserzione (persone)","Tasso di aumento stimato del ricordo dell'inserzione","Clic in uscita per l'esperienza interattiva","Clic per avviare l'esperienza interattiva","Clic per aprire l'esperienza interattiva","Tasso di acquisti per clic sul link","Tasso di visualizzazioni della pagina di destinazione per clic sul link","Tasso di acquisti per visualizzazioni della pagina di destinazione","Conversioni degli acquisti medie","Costo per mantenimento del giorno 7 nell'app mobile (EUR)","Mantenimento del giorno 7 nell'app mobile","Mantenimento del giorno 2 nell'app mobile","Costo per mantenimento del giorno 2 nell'app mobile (EUR)"
BNG_LONG,"17:00:00 - 17:59:59",inactive,,,,21.67,Giornaliero,0.67,326,0,0,2.055215,196,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,6,1.840491,0.111667,,,,,,,,,0,0,0,,,,,,,0.003418,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003384,,0.003384,,198,,,,198,,,2,,,,,,,,,,,0,,,,,,,,,60.122699,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,326,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"16:00:00 - 16:59:59",inactive,,,,21.67,Giornaliero,0.4,213,0,0,1.877934,129,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,1,0.469484,0.4,,,,,,,,,0,0,0,,,,,,,0.003101,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003101,,0.003101,,129,,,,129,,,,,,,,,,,,,,0,,,,,,,,,60.56338,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,213,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"15:00:00 - 15:59:59",inactive,,,,21.67,Giornaliero,0.64,333,0,0,1.921922,214,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,6,1.801802,0.106667,,,,,,,,,0,0,0,,,,,,,0.002991,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.002936,,0.002936,,218,,,,218,,,4,,,,,,,,,,,0,,,,,,,,,64.264264,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,333,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"14:00:00 - 14:59:59",inactive,,,,21.67,Giornaliero,1.08,529,0,0,2.041588,317,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,8,1.512287,0.135,,,,,,,,,0,0,0,,,,,,,0.003407,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003375,,0.003375,,320,,,,320,,,3,,,,,,,,,,,0,,,,,,,,,59.924386,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,529,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"13:00:00 - 13:59:59",inactive,,,,21.67,Giornaliero,0.83,399,0,0,2.080201,223,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,7,1.754386,0.118571,,,,,,,,,0,0,0,,,,,,,0.003722,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003705,,0.003705,,224,,,,224,,,1,,,,,,,,,,,0,,,,,,,,,55.889724,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,399,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"12:00:00 - 12:59:59",inactive,,,,21.67,Giornaliero,0.84,391,0,0,2.148338,238,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,2,0.511509,0.42,,,,,,,,,0,0,0,,,,,,,0.003529,0,,0,,,,,,,,0,,0,,0,,,0,1,,,0.003443,,0.003443,,244,,,,244,,,5,,,,,,,,,,,0,,,,,,,,,60.869565,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,391,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"11:00:00 - 11:59:59",inactive,,,,21.67,Giornaliero,1.14,532,0,0,2.142857,315,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,2,0.37594,0.57,,,,,,,,,0,0,0,,,,,,,0.003619,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003574,,0.003574,,319,,,,319,,,4,,,,,,,,,,,0,,,,,,,,,59.210526,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,532,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"10:00:00 - 10:59:59",inactive,,,,21.67,Giornaliero,1.13,512,0,0,2.207031,321,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,6,1.171875,0.188333,,,,,,,,,0,0,0,,,,,,,0.00352,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003456,,0.003456,,327,,,,327,,,6,,,,,,,,,,,0,,,,,,,,,62.695313,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,512,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"09:00:00 - 09:59:59",inactive,,,,21.67,Giornaliero,1.02,488,0,0,2.090164,312,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,3,0.614754,0.34,,,,,,,,,0,0,0,,,,,,,0.003269,0,,0,,,,,,,,0,,0,,0,,,0,1,,,0.003238,,0.003238,,315,,,,315,,1,1,,,,,,,,,,,0,,,,,,,,,63.934426,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,488,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"08:00:00 - 08:59:59",inactive,,,,21.67,Giornaliero,1.41,634,0,0,2.223975,426,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,8,1.26183,0.17625,,,,,,,,,0,0,0,,,,,,,0.00331,0,,0,,,,,,,,0,,0,,0,,,0,1,,,0.003264,,0.003264,,432,,,,432,,,5,,,,,,,,,,,0,,,,,,,,,67.192429,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,634,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"07:00:00 - 07:59:59",inactive,,,,21.67,Giornaliero,1.89,902,0,0,2.095344,605,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,11,1.219512,0.171818,,,,,,,,,0,0,0,,,,,,,0.003124,0,,0,,,,,,,,0,,0,,0,,,0,1,,,0.003088,,0.003088,,612,,,,612,,,6,,,,,,,,,,,0,,,,,,,,,67.073171,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,901,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"06:00:00 - 06:59:59",inactive,,,,21.67,Giornaliero,0.96,440,0,0,2.181818,277,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,4,0.909091,0.24,,,,,,,,,0,0,0,,,,,,,0.003466,0,,0,,,,,,,,0,,0,,0,,,0,1,,,0.003404,,0.003404,,282,,,,282,,,4,,,,,,,,,,,0,,,,,,,,,62.954545,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,440,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"05:00:00 - 05:59:59",inactive,,,,21.67,Giornaliero,0.3,137,0,0,2.189781,89,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,1,0.729927,0.3,,,,,,,,,0,0,0,,,,,,,0.003371,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003226,,0.003226,,93,,,,93,,,4,,,,,,,,,,,0,,,,,,,,,64.963504,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,137,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"04:00:00 - 04:59:59",inactive,,,,21.67,Giornaliero,0.19,90,0,0,2.111111,60,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,0,0,0,,,,,,,,,0,0,0,,,,,,,0.003167,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003115,,0.003115,,61,,,,61,,,1,,,,,,,,,,,0,,,,,,,,,66.666667,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,90,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"03:00:00 - 03:59:59",inactive,,,,21.67,Giornaliero,0.22,98,0,0,2.244898,63,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,2,2.040816,0.11,,,,,,,,,0,0,0,,,,,,,0.003492,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003492,,0.003492,,63,,,,63,,,,,,,,,,,,,,0,,,,,,,,,64.285714,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,98,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"02:00:00 - 02:59:59",inactive,,,,21.67,Giornaliero,0.31,142,0,0,2.183099,84,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,4,2.816901,0.0775,,,,,,,,,0,0,0,,,,,,,0.00369,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003647,,0.003647,,85,,,,85,,,1,,,,,,,,,,,0,,,,,,,,,59.15493,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,142,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"01:00:00 - 01:59:59",inactive,,,,21.67,Giornaliero,0.47,244,0,0,1.92623,153,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,5,2.04918,0.094,,,,,,,,,0,0,0,,,,,,,0.003072,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003032,,0.003032,,155,,,,155,,,2,,,,,,,,,,,0,,,,,,,,,62.704918,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,244,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"00:00:00 - 00:59:59",inactive,,,,21.67,Giornaliero,0.94,468,0,0,2.008547,275,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,5,1.068376,0.188,,,,,,,,,0,0,0,,,,,,,0.003418,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003381,,0.003381,,278,,,,278,,,3,,,,,,,,,,,0,,,,,,,,,58.760684,2025-10-11,2025-10-14,2025-10-11,inactive,2025-11-29,2025-10-14,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,468,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"23:00:00 - 23:59:59",inactive,,,,21.67,Giornaliero,1.63,872,0,0,1.869266,519,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,8,0.917431,0.20375,,,,,,,,,0,0,0,,,,,,,0.003141,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003099,,0.003099,,526,,,,526,,1,6,,,,,,,,,,,0,,,,,,,,,59.518349,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,872,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"22:00:00 - 22:59:59",inactive,,,,21.67,Giornaliero,1.07,585,0,0,1.82906,362,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,5,0.854701,0.214,,,,,,,,,0,0,0,,,,,,,0.002956,0,,0,,,,,,,,0,,0,,0,,,0,1,,,0.002924,,0.002924,,366,,,,366,,,3,,,,,,,,,,,0,,,,,,,,,61.880342,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,585,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"21:00:00 - 21:59:59",inactive,,,,21.67,Giornaliero,1.06,544,0,0,1.948529,316,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,3,0.551471,0.353333,,,,,,,,,0,0,0,,,,,,,0.003354,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003344,,0.003344,,317,,,,317,,,1,,,,,,,,,,,0,,,,,,,,,58.088235,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,544,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"20:00:00 - 20:59:59",inactive,,,,21.67,Giornaliero,0.98,522,0,0,1.877395,306,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,3,0.574713,0.326667,,,,,,,,,0,0,0,,,,,,,0.003203,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003141,,0.003141,,312,,,,312,,,6,,,,,,,,,,,0,,,,,,,,,58.62069,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,522,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"19:00:00 - 19:59:59",inactive,,,,21.67,Giornaliero,0.91,495,0,0,1.838384,298,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,2,0.40404,0.455,,,,,,,,,0,0,0,,,,,,,0.003054,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003013,,0.003013,,302,,,,302,,,4,,,,,,,,,,,0,,,,,,,,,60.20202,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,495,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"18:00:00 - 18:59:59",inactive,,,,21.67,Giornaliero,0.74,379,0,0,1.952507,223,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,4,1.055409,0.185,,,,,,,,,0,0,0,,,,,,,0.003318,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003289,,0.003289,,225,,,,225,,,2,,,,,,,,,,,0,,,,,,,,,58.83905,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,379,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"17:00:00 - 17:59:59",inactive,,,,21.67,Giornaliero,0.75,386,0,0,1.943005,243,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,5,1.295337,0.15,,,,,,,,,0,0,0,,,,,,,0.003086,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003061,,0.003061,,245,,,,245,,,2,,,,,,,,,,,0,,,,,,,,,62.953368,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,386,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"16:00:00 - 16:59:59",inactive,,,,21.67,Giornaliero,0.89,454,0,0,1.960352,290,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,6,1.321586,0.148333,,,,,,,,,0,0,0,,,,,,,0.003069,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003038,,0.003038,,293,,,,293,,,3,,,,,,,,,,,0,,,,,,,,,63.876652,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,454,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"15:00:00 - 15:59:59",inactive,,,,21.67,Giornaliero,1.14,557,0,0,2.046679,347,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,8,1.436266,0.1425,,,,,,,,,0,0,0,,,,,,,0.003285,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003248,,0.003248,,351,,,,351,,,4,,,,,,,,,,,0,,,,,,,,,62.298025,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,557,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"14:00:00 - 14:59:59",inactive,,,,21.67,Giornaliero,0.93,507,0,0,1.83432,328,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,3,0.591716,0.31,,,,,,,,,0,0,0,,,,,,,0.002835,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.002784,,0.002784,,334,,,,334,,,6,,,,,,,,,,,0,,,,,,,,,64.69428,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,507,0,0,0,0,0,,0,0,0,0,0,,,,,
BNG_LONG,"13:00:00 - 13:59:59",inactive,,,,21.67,Giornaliero,1.51,728,0,0,2.074176,458,,00:00:00,0,2025-10-16,"7 giorni dal clic o 1 giorno dalla visualizzazione",-,-,-,,,,7,0.961538,0.215714,,,,,,,,,0,0,0,,,,,,,0.003297,0,,0,,,,,,,,0,,0,,0,,,0,,,,0.003261,,0.003261,,463,,,,463,,,5,,,,,,,,,,,0,,,,,,,,,62.912088,2025-10-11,2025-10-13,2025-10-11,inactive,2025-11-29,2025-10-13,2025-10-11T15:05:52+0200,Interazioni,0,ABSOLUTE_OCPM,1260829851770085,120232892002590167,Lancio_BNG_VideoViews_10ott,Lancio_BNG_VideoViews_10ott,YangKidd,120232892002600167,120232892002610167,,,,0,728,0,0,0,0,0,,0,0,0,0,0,,,,,
